School Name,Longitude,Latitude,Sequence
David T. Denny International School,-122.371332,47.50272,459
David T. Denny International School,-122.371587,47.502479,460
David T. Denny International School,-122.37194,47.502147,461
David T. Denny International School,-122.371951,47.502136,462
David T. Denny International School,-122.372018,47.502075,463
David T. Denny International School,-122.372089,47.502017,464
David T. Denny International School,-122.372166,47.501961,465
David T. Denny International School,-122.372168,47.501959,466
David T. Denny International School,-122.372255,47.501897,467
David T. Denny International School,-122.372423,47.501777,468
David T. Denny International School,-122.37252,47.501708,469
David T. Denny International School,-122.372521,47.501708,470
David T. Denny International School,-122.372589,47.501657,471
David T. Denny International School,-122.372752,47.501535,472
David T. Denny International School,-122.372914,47.501413,473
David T. Denny International School,-122.373027,47.501326,474
David T. Denny International School,-122.373028,47.501325,475
David T. Denny International School,-122.373066,47.501295,476
David T. Denny International School,-122.373074,47.501289,477
David T. Denny International School,-122.373086,47.501279,478
David T. Denny International School,-122.37323,47.501163,479
David T. Denny International School,-122.373611,47.500858,480
David T. Denny International School,-122.373706,47.500782,481
David T. Denny International School,-122.373736,47.500755,482
David T. Denny International School,-122.373764,47.500727,483
David T. Denny International School,-122.373788,47.500698,484
David T. Denny International School,-122.373809,47.500667,485
David T. Denny International School,-122.373826,47.500635,486
David T. Denny International School,-122.37384,47.500603,487
David T. Denny International School,-122.37385,47.50057,488
David T. Denny International School,-122.373856,47.500536,489
David T. Denny International School,-122.373866,47.500461,490
David T. Denny International School,-122.373908,47.500131,491
David T. Denny International School,-122.373925,47.499997,492
David T. Denny International School,-122.373935,47.499918,493
David T. Denny International School,-122.373936,47.499912,494
David T. Denny International School,-122.373966,47.499755,495
David T. Denny International School,-122.373978,47.499713,496
David T. Denny International School,-122.374013,47.4996,497
David T. Denny International School,-122.374084,47.499405,498
David T. Denny International School,-122.374141,47.499251,499
David T. Denny International School,-122.374151,47.499222,500
David T. Denny International School,-122.374158,47.499203,501
David T. Denny International School,-122.374161,47.499195,502
David T. Denny International School,-122.374323,47.498751,503
David T. Denny International School,-122.374401,47.49854,504
David T. Denny International School,-122.37448,47.498324,505
David T. Denny International School,-122.374489,47.498299,506
David T. Denny International School,-122.374606,47.497979,507
David T. Denny International School,-122.374718,47.497675,508
